,date,demand,year,month,day,minute
34,01/01/2019 08:30:00,460.1826923076923,2019,1,1,30
35,01/01/2019 08:45:00,485.27884615384613,2019,1,1,45
36,01/01/2019 09:00:00,507.7596153846154,2019,1,1,0
37,01/01/2019 09:15:00,552.3173076923076,2019,1,1,15
38,01/01/2019 09:30:00,613.2788461538463,2019,1,1,30
39,01/01/2019 09:45:00,643.2403846153846,2019,1,1,45
40,01/01/2019 10:00:00,665.9519230769231,2019,1,1,0
41,01/01/2019 10:15:00,714.9326923076923,2019,1,1,15
42,01/01/2019 10:30:00,785.7403846153846,2019,1,1,30
43,01/01/2019 10:45:00,821.1442307692306,2019,1,1,45
44,01/01/2019 11:00:00,831.8461538461537,2019,1,1,0
45,01/01/2019 11:15:00,891.4326923076924,2019,1,1,15
46,01/01/2019 11:30:00,931.2403846153846,2019,1,1,30
47,01/01/2019 11:45:00,995.9711538461537,2019,1,1,45
48,01/01/2019 12:00:00,1003.6923076923076,2019,1,1,0
49,01/01/2019 12:15:00,973.6442307692308,2019,1,1,15
50,01/01/2019 12:30:00,982.9615384615383,2019,1,1,30
51,01/01/2019 12:45:00,993.5,2019,1,1,45
52,01/01/2019 13:00:00,991.9134615384617,2019,1,1,0
53,01/01/2019 13:15:00,1048.201923076923,2019,1,1,15
54,01/01/2019 13:30:00,1079.0769230769233,2019,1,1,30
55,01/01/2019 13:45:00,1071.4134615384617,2019,1,1,45
56,01/01/2019 14:00:00,1085.4423076923076,2019,1,1,0
57,01/01/2019 14:15:00,1111.4519230769233,2019,1,1,15
58,01/01/2019 14:30:00,1076.144230769231,2019,1,1,30
59,01/01/2019 14:45:00,1074.1057692307693,2019,1,1,45
60,01/01/2019 15:00:00,1073.451923076923,2019,1,1,0
61,01/01/2019 15:15:00,1081.6057692307693,2019,1,1,15
62,01/01/2019 15:30:00,1066.625,2019,1,1,30
63,01/01/2019 15:45:00,1067.3461538461538,2019,1,1,45
64,01/01/2019 16:00:00,1058.2403846153843,2019,1,1,0
65,01/01/2019 16:15:00,1073.3846153846152,2019,1,1,15
66,01/01/2019 16:30:00,1045.4326923076924,2019,1,1,30
67,01/01/2019 16:45:00,1064.3173076923076,2019,1,1,45
68,01/01/2019 17:00:00,1027.5576923076924,2019,1,1,0
69,01/01/2019 17:15:00,1035.3173076923076,2019,1,1,15
70,01/01/2019 17:30:00,1013.6538461538463,2019,1,1,30
71,01/01/2019 17:45:00,1008.4519230769228,2019,1,1,45
72,01/01/2019 18:00:00,992.4711538461536,2019,1,1,0
73,01/01/2019 18:15:00,981.125,2019,1,1,15
74,01/01/2019 18:30:00,983.6634615384617,2019,1,1,30
75,01/01/2019 18:45:00,950.7403846153844,2019,1,1,45
76,01/01/2019 19:00:00,911.6442307692304,2019,1,1,0
77,01/01/2019 19:15:00,892.355769230769,2019,1,1,15
78,01/01/2019 19:30:00,866.8653846153845,2019,1,1,30
79,01/01/2019 19:45:00,826.2788461538461,2019,1,1,45
80,01/01/2019 20:00:00,802.2788461538461,2019,1,1,0
81,01/01/2019 20:15:00,786.8846153846154,2019,1,1,15
82,01/01/2019 20:30:00,762.0096153846155,2019,1,1,30
83,01/01/2019 20:45:00,739.1634615384614,2019,1,1,45
84,01/01/2019 21:00:00,737.3076923076924,2019,1,1,0
85,01/01/2019 21:15:00,720.5480769230769,2019,1,1,15
86,01/01/2019 21:30:00,691.2980769230769,2019,1,1,30
87,01/01/2019 21:45:00,633.1538461538461,2019,1,1,45
88,01/01/2019 22:00:00,589.5384615384615,2019,1,1,0
89,01/01/2019 22:15:00,552.8557692307692,2019,1,1,15
90,01/01/2019 22:30:00,508.5096153846154,2019,1,1,30
91,01/01/2019 22:45:00,473.0576923076923,2019,1,1,45
92,01/01/2019 23:00:00,417.46153846153845,2019,1,1,0
93,01/01/2019 23:15:00,405.5288461538461,2019,1,1,15
94,01/01/2019 23:30:00,356.16346153846155,2019,1,1,30
95,01/01/2019 23:45:00,336.39423076923083,2019,1,1,45
96,01/02/2019 00:00:00,310.0961538461538,2019,1,2,0
97,01/02/2019 00:15:00,280.0,2019,1,2,15
98,01/02/2019 00:30:00,243.03846153846158,2019,1,2,30
99,01/02/2019 00:45:00,217.78846153846158,2019,1,2,45
100,01/02/2019 01:00:00,197.23076923076923,2019,1,2,0
101,01/02/2019 01:15:00,192.25,2019,1,2,15
102,01/02/2019 01:30:00,196.9038461538461,2019,1,2,30
103,01/02/2019 01:45:00,186.5480769230769,2019,1,2,45
104,01/02/2019 02:00:00,174.66346153846158,2019,1,2,0
105,01/02/2019 02:15:00,175.65384615384613,2019,1,2,15
106,01/02/2019 02:30:00,173.41346153846158,2019,1,2,30
107,01/02/2019 02:45:00,175.6923076923077,2019,1,2,45
108,01/02/2019 03:00:00,172.73076923076923,2019,1,2,0
109,01/02/2019 03:15:00,190.34615384615387,2019,1,2,15
110,01/02/2019 03:30:00,240.86538461538458,2019,1,2,30
111,01/02/2019 03:45:00,260.1730769230769,2019,1,2,45
112,01/02/2019 04:00:00,278.10576923076917,2019,1,2,0
113,01/02/2019 04:15:00,350.43269230769226,2019,1,2,15
114,01/02/2019 04:30:00,437.70192307692315,2019,1,2,30
115,01/02/2019 04:45:00,493.96153846153845,2019,1,2,45
116,01/02/2019 05:00:00,531.2115384615385,2019,1,2,0
117,01/02/2019 05:15:00,675.2019230769231,2019,1,2,15
118,01/02/2019 05:30:00,802.2211538461537,2019,1,2,30
119,01/02/2019 05:45:00,882.7019230769231,2019,1,2,45
120,01/02/2019 06:00:00,856.894230769231,2019,1,2,0
121,01/02/2019 06:15:00,964.5096153846156,2019,1,2,15
122,01/02/2019 06:30:00,1087.8846153846152,2019,1,2,30
123,01/02/2019 06:45:00,1128.3365384615386,2019,1,2,45
124,01/02/2019 07:00:00,1094.3461538461538,2019,1,2,0
125,01/02/2019 07:15:00,1174.7115384615386,2019,1,2,15
126,01/02/2019 07:30:00,1229.423076923077,2019,1,2,30
127,01/02/2019 07:45:00,1158.3173076923074,2019,1,2,45
128,01/02/2019 08:00:00,1167.3173076923074,2019,1,2,0
129,01/02/2019 08:15:00,1186.269230769231,2019,1,2,15
130,01/02/2019 08:30:00,1165.9615384615386,2019,1,2,30
131,01/02/2019 08:45:00,1174.4615384615386,2019,1,2,45
132,01/02/2019 09:00:00,1115.298076923077,2019,1,2,0
133,01/02/2019 09:15:00,1094.1538461538462,2019,1,2,15
134,01/02/2019 09:30:00,1100.6153846153843,2019,1,2,30
135,01/02/2019 09:45:00,1094.019230769231,2019,1,2,45
136,01/02/2019 10:00:00,1035.7115384615388,2019,1,2,0
137,01/02/2019 10:15:00,996.5865384615383,2019,1,2,15
138,01/02/2019 10:30:00,993.095588235294,2019,1,2,30
139,01/02/2019 10:45:00,1018.6346153846154,2019,1,2,45
140,01/02/2019 11:00:00,996.0096153846154,2019,1,2,0
141,01/02/2019 11:15:00,1040.144230769231,2019,1,2,15
142,01/02/2019 11:30:00,1046.75,2019,1,2,30
143,01/02/2019 11:45:00,1043.605769230769,2019,1,2,45
144,01/02/2019 12:00:00,1121.5673076923076,2019,1,2,0
145,01/02/2019 12:15:00,1112.6057692307693,2019,1,2,15
146,01/02/2019 12:30:00,1191.548076923077,2019,1,2,30
147,01/02/2019 12:45:00,1187.173076923077,2019,1,2,45
148,01/02/2019 13:00:00,1152.9519230769229,2019,1,2,0
149,01/02/2019 13:15:00,1225.2788461538462,2019,1,2,15
150,01/02/2019 13:30:00,1210.3076923076922,2019,1,2,30
151,01/02/2019 13:45:00,1266.9423076923078,2019,1,2,45
152,01/02/2019 14:00:00,1301.9903846153848,2019,1,2,0
153,01/02/2019 14:15:00,1334.7788461538462,2019,1,2,15
154,01/02/2019 14:30:00,1345.7884615384614,2019,1,2,30
155,01/02/2019 14:45:00,1341.6826923076926,2019,1,2,45
156,01/02/2019 15:00:00,1299.528846153846,2019,1,2,0
157,01/02/2019 15:15:00,1272.5288461538462,2019,1,2,15
158,01/02/2019 15:30:00,1297.1923076923074,2019,1,2,30
159,01/02/2019 15:45:00,1310.6826923076926,2019,1,2,45
160,01/02/2019 16:00:00,1288.1057692307693,2019,1,2,0
161,01/02/2019 16:15:00,1310.8461538461538,2019,1,2,15
162,01/02/2019 16:30:00,1310.0384615384614,2019,1,2,30
163,01/02/2019 16:45:00,1311.0096153846152,2019,1,2,45
164,01/02/2019 17:00:00,1306.0,2019,1,2,0
165,01/02/2019 17:15:00,1288.6057692307693,2019,1,2,15
166,01/02/2019 17:30:00,1268.375,2019,1,2,30
167,01/02/2019 17:45:00,1244.5673076923074,2019,1,2,45
168,01/02/2019 18:00:00,1255.201923076923,2019,1,2,0
169,01/02/2019 18:15:00,1251.7596153846155,2019,1,2,15
170,01/02/2019 18:30:00,1231.5865384615386,2019,1,2,30
171,01/02/2019 18:45:00,1178.0384615384614,2019,1,2,45
172,01/02/2019 19:00:00,1132.625,2019,1,2,0
173,01/02/2019 19:15:00,1103.326923076923,2019,1,2,15
174,01/02/2019 19:30:00,1034.5576923076924,2019,1,2,30
175,01/02/2019 19:45:00,1012.0288461538464,2019,1,2,45
176,01/02/2019 20:00:00,942.9807692307692,2019,1,2,0
177,01/02/2019 20:15:00,888.8846153846155,2019,1,2,15
178,01/02/2019 20:30:00,861.1538461538461,2019,1,2,30
179,01/02/2019 20:45:00,835.3653846153846,2019,1,2,45
180,01/02/2019 21:00:00,810.9326923076924,2019,1,2,0
181,01/02/2019 21:15:00,791.9519230769231,2019,1,2,15
182,01/02/2019 21:30:00,780.0192307692308,2019,1,2,30
183,01/02/2019 21:45:00,731.0192307692308,2019,1,2,45
184,01/02/2019 22:00:00,672.6057692307693,2019,1,2,0
185,01/02/2019 22:15:00,634.673076923077,2019,1,2,15
186,01/02/2019 22:30:00,569.8365384615382,2019,1,2,30
187,01/02/2019 22:45:00,535.6538461538461,2019,1,2,45
188,01/02/2019 23:00:00,493.7884615384616,2019,1,2,0
189,01/02/2019 23:15:00,451.9038461538461,2019,1,2,15
190,01/02/2019 23:30:00,411.4519230769232,2019,1,2,30
191,01/02/2019 23:45:00,410.83653846153845,2019,1,2,45
192,01/03/2019 00:00:00,367.875,2019,1,3,0
193,01/03/2019 00:15:00,318.39423076923083,2019,1,3,15
194,01/03/2019 00:30:00,292.6538461538462,2019,1,3,30
195,01/03/2019 00:45:00,281.1153846153846,2019,1,3,45
196,01/03/2019 01:00:00,254.90384615384616,2019,1,3,0
197,01/03/2019 01:15:00,237.22115384615384,2019,1,3,15
198,01/03/2019 01:30:00,226.125,2019,1,3,30
199,01/03/2019 01:45:00,228.625,2019,1,3,45
200,01/03/2019 02:00:00,209.2115384615384,2019,1,3,0
201,01/03/2019 02:15:00,225.96153846153842,2019,1,3,15
202,01/03/2019 02:30:00,239.03846153846158,2019,1,3,30
203,01/03/2019 02:45:00,238.8942307692308,2019,1,3,45
204,01/03/2019 03:00:00,227.15384615384616,2019,1,3,0
205,01/03/2019 03:15:00,228.85576923076923,2019,1,3,15
206,01/03/2019 03:30:00,263.49038461538464,2019,1,3,30
207,01/03/2019 03:45:00,303.51923076923083,2019,1,3,45
208,01/03/2019 04:00:00,313.67307692307696,2019,1,3,0
209,01/03/2019 04:15:00,390.16346153846155,2019,1,3,15
210,01/03/2019 04:30:00,486.50000000000006,2019,1,3,30
211,01/03/2019 04:45:00,550.0288461538462,2019,1,3,45
212,01/03/2019 05:00:00,581.1923076923076,2019,1,3,0
213,01/03/2019 05:15:00,723.5769230769231,2019,1,3,15
214,01/03/2019 05:30:00,868.2596153846154,2019,1,3,30
215,01/03/2019 05:45:00,925.1153846153844,2019,1,3,45
216,01/03/2019 06:05:00,978.9711538461537,2019,1,3,5
217,01/03/2019 06:20:00,1129.605769230769,2019,1,3,20
218,01/03/2019 06:35:00,1208.9903846153848,2019,1,3,35
219,01/03/2019 06:50:00,1170.7403846153845,2019,1,3,50
220,01/03/2019 07:05:00,1178.653846153846,2019,1,3,5
221,01/03/2019 07:20:00,1254.9038461538462,2019,1,3,20
222,01/03/2019 07:35:00,1275.25,2019,1,3,35
223,01/03/2019 07:50:00,1212.826923076923,2019,1,3,50
224,01/03/2019 08:05:00,1202.9519230769233,2019,1,3,5
225,01/03/2019 08:20:00,1206.7596153846152,2019,1,3,20
226,01/03/2019 08:35:00,1206.923076923077,2019,1,3,35
227,01/03/2019 08:50:00,1207.2307692307693,2019,1,3,50
228,01/03/2019 09:05:00,1171.326923076923,2019,1,3,5
229,01/03/2019 09:20:00,1192.7692307692305,2019,1,3,20
230,01/03/2019 09:35:00,1187.75,2019,1,3,35
231,01/03/2019 09:50:00,1172.0576923076926,2019,1,3,50
232,01/03/2019 10:05:00,1170.730769230769,2019,1,3,5
233,01/03/2019 10:20:00,1166.451923076923,2019,1,3,20
234,01/03/2019 10:35:00,1179.1634615384614,2019,1,3,35
235,01/03/2019 10:50:00,1166.6923076923074,2019,1,3,50
236,01/03/2019 11:05:00,1147.3461538461538,2019,1,3,5
237,01/03/2019 11:20:00,1165.0192307692307,2019,1,3,20
238,01/03/2019 11:35:00,1178.6538461538462,2019,1,3,35
239,01/03/2019 11:50:00,1195.4711538461538,2019,1,3,50
240,01/03/2019 12:05:00,1157.971153846154,2019,1,3,5
241,01/03/2019 12:20:00,1181.3365384615386,2019,1,3,20
242,01/03/2019 12:35:00,1228.269230769231,2019,1,3,35
243,01/03/2019 12:50:00,1199.423076923077,2019,1,3,50
244,01/03/2019 13:05:00,1246.4423076923074,2019,1,3,5
245,01/03/2019 13:20:00,1282.8557692307693,2019,1,3,20
246,01/03/2019 13:35:00,1345.1346153846155,2019,1,3,35
247,01/03/2019 13:50:00,1343.144230769231,2019,1,3,50
248,01/03/2019 14:05:00,1389.7115384615383,2019,1,3,5
249,01/03/2019 14:20:00,1375.3461538461538,2019,1,3,20
250,01/03/2019 14:35:00,1445.0192307692307,2019,1,3,35
251,01/03/2019 14:50:00,1387.8269230769233,2019,1,3,50
252,01/03/2019 15:05:00,1341.4326923076926,2019,1,3,5
253,01/03/2019 15:20:00,1340.0673076923074,2019,1,3,20
254,01/03/2019 15:35:00,1382.8269230769229,2019,1,3,35
255,01/03/2019 15:50:00,1365.9615384615386,2019,1,3,50
256,01/03/2019 16:05:00,1358.3365384615386,2019,1,3,5
257,01/03/2019 16:20:00,1341.0673076923074,2019,1,3,20
258,01/03/2019 16:35:00,1357.3557692307693,2019,1,3,35
259,01/03/2019 16:50:00,1332.3076923076926,2019,1,3,50
260,01/03/2019 17:05:00,1322.2403846153845,2019,1,3,5
261,01/03/2019 17:20:00,1300.6346153846155,2019,1,3,20
262,01/03/2019 17:35:00,1251.0865384615386,2019,1,3,35
263,01/03/2019 17:50:00,1218.6153846153848,2019,1,3,50
264,01/03/2019 18:05:00,1224.355769230769,2019,1,3,5
265,01/03/2019 18:20:00,1234.6730769230771,2019,1,3,20
266,01/03/2019 18:35:00,1216.5961538461538,2019,1,3,35
267,01/03/2019 18:50:00,1163.4134615384614,2019,1,3,50
268,01/03/2019 19:05:00,1186.3557692307693,2019,1,3,5
269,01/03/2019 19:20:00,1134.0288461538462,2019,1,3,20
270,01/03/2019 19:35:00,1110.5096153846157,2019,1,3,35
271,01/03/2019 19:50:00,1033.3557692307693,2019,1,3,50
272,01/03/2019 20:05:00,969.6153846153844,2019,1,3,5
273,01/03/2019 20:20:00,935.8365384615383,2019,1,3,20
274,01/03/2019 20:35:00,902.6826923076924,2019,1,3,35
275,01/03/2019 20:50:00,803.2211538461539,2019,1,3,50
276,01/03/2019 21:05:00,802.2211538461537,2019,1,3,5
277,01/03/2019 21:20:00,772.0961538461537,2019,1,3,20
278,01/03/2019 21:35:00,772.9230769230769,2019,1,3,35
279,01/03/2019 21:50:00,727.4999999999999,2019,1,3,50
280,01/03/2019 22:05:00,688.125,2019,1,3,5
281,01/03/2019 22:20:00,687.7115384615386,2019,1,3,20
282,01/03/2019 22:35:00,703.1153846153845,2019,1,3,35
283,01/03/2019 22:50:00,579.298076923077,2019,1,3,50
284,01/03/2019 23:05:00,541.6346153846155,2019,1,3,5
285,01/03/2019 23:20:00,473.04807692307685,2019,1,3,20
286,01/03/2019 23:35:00,451.67307692307685,2019,1,3,35
287,01/03/2019 23:50:00,405.5288461538462,2019,1,3,50
288,01/04/2019 00:05:00,374.4423076923077,2019,1,4,5
289,01/04/2019 00:20:00,324.1826923076923,2019,1,4,20
290,01/04/2019 00:35:00,298.625,2019,1,4,35
291,01/04/2019 00:50:00,270.46153846153845,2019,1,4,50
292,01/04/2019 01:05:00,244.5480769230769,2019,1,4,5
293,01/04/2019 01:20:00,238.25961538461544,2019,1,4,20
294,01/04/2019 01:35:00,240.61538461538458,2019,1,4,35
295,01/04/2019 01:50:00,220.84615384615384,2019,1,4,50
296,01/04/2019 02:05:00,225.9423076923077,2019,1,4,5
297,01/04/2019 02:20:00,236.9326923076923,2019,1,4,20
298,01/04/2019 02:35:00,248.4519230769231,2019,1,4,35
299,01/04/2019 02:50:00,239.23076923076923,2019,1,4,50
300,01/04/2019 03:05:00,235.63461538461536,2019,1,4,5
301,01/04/2019 03:20:00,259.2980769230769,2019,1,4,20
302,01/04/2019 03:40:00,300.08653846153845,2019,1,4,40
303,01/04/2019 03:55:00,285.7211538461538,2019,1,4,55
304,01/04/2019 04:10:00,323.06730769230774,2019,1,4,10
305,01/04/2019 04:25:00,383.7403846153846,2019,1,4,25
306,01/04/2019 04:40:00,475.48076923076934,2019,1,4,40
307,01/04/2019 04:55:00,530.1153846153846,2019,1,4,55
308,01/04/2019 05:10:00,601.9807692307693,2019,1,4,10
309,01/04/2019 05:25:00,702.5961538461537,2019,1,4,25
310,01/04/2019 05:40:00,801.9807692307692,2019,1,4,40
311,01/04/2019 05:55:00,765.5865384615382,2019,1,4,55
312,01/04/2019 06:10:00,851.1057692307692,2019,1,4,10
313,01/04/2019 06:25:00,958.096153846154,2019,1,4,25
314,01/04/2019 06:40:00,1088.0673076923076,2019,1,4,40
315,01/04/2019 06:55:00,1203.7211538461538,2019,1,4,55
316,01/04/2019 07:10:00,1211.1634615384614,2019,1,4,10
317,01/04/2019 07:25:00,1227.6153846153845,2019,1,4,25
318,01/04/2019 07:40:00,1273.173076923077,2019,1,4,40
319,01/04/2019 07:55:00,1207.326923076923,2019,1,4,55
320,01/04/2019 08:10:00,1189.3653846153845,2019,1,4,10
321,01/04/2019 08:25:00,1214.2403846153845,2019,1,4,25
322,01/04/2019 08:40:00,1184.125,2019,1,4,40
323,01/04/2019 08:55:00,1148.7211538461538,2019,1,4,55
324,01/04/2019 09:10:00,1158.1442307692307,2019,1,4,10
325,01/04/2019 09:25:00,1198.1826923076926,2019,1,4,25
326,01/04/2019 09:40:00,1237.4711538461538,2019,1,4,40
327,01/04/2019 09:55:00,1163.9615384615386,2019,1,4,55
328,01/04/2019 10:10:00,1184.5096153846152,2019,1,4,10
329,01/04/2019 10:25:00,1209.5192307692305,2019,1,4,25
330,01/04/2019 10:40:00,1179.8846153846152,2019,1,4,40
331,01/04/2019 10:55:00,1156.6346153846152,2019,1,4,55
332,01/04/2019 11:10:00,1188.4615384615386,2019,1,4,10
333,01/04/2019 11:25:00,1245.8269230769229,2019,1,4,25
334,01/04/2019 11:40:00,1267.826923076923,2019,1,4,40
335,01/04/2019 11:55:00,1250.7307692307693,2019,1,4,55
336,01/04/2019 12:10:00,1285.8173076923074,2019,1,4,10
337,01/04/2019 12:25:00,1278.9326923076926,2019,1,4,25
338,01/04/2019 12:40:00,1287.894230769231,2019,1,4,40
339,01/04/2019 12:55:00,1289.1826923076926,2019,1,4,55
340,01/04/2019 13:10:00,1350.8653846153848,2019,1,4,10
341,01/04/2019 13:25:00,1331.3942307692305,2019,1,4,25
342,01/04/2019 13:40:00,1355.7115384615386,2019,1,4,40
343,01/04/2019 13:55:00,1354.5,2019,1,4,55
344,01/04/2019 14:10:00,1381.6634615384617,2019,1,4,10
345,01/04/2019 14:25:00,1338.5961538461538,2019,1,4,25
346,01/04/2019 14:40:00,1385.7019230769229,2019,1,4,40
347,01/04/2019 14:55:00,1283.3269230769229,2019,1,4,55
348,01/04/2019 15:10:00,1219.1538461538462,2019,1,4,10
349,01/04/2019 15:25:00,1245.980769230769,2019,1,4,25
350,01/04/2019 15:40:00,1295.0,2019,1,4,40
351,01/04/2019 15:55:00,1282.7019230769229,2019,1,4,55
352,01/04/2019 16:10:00,1288.2980769230767,2019,1,4,10
353,01/04/2019 16:25:00,1282.8076923076926,2019,1,4,25
354,01/04/2019 16:40:00,1343.8173076923074,2019,1,4,40
355,01/04/2019 16:55:00,1335.2980769230767,2019,1,4,55
356,01/04/2019 17:10:00,1336.125,2019,1,4,10
357,01/04/2019 17:25:00,1287.0096153846152,2019,1,4,25
358,01/04/2019 17:40:00,1270.201923076923,2019,1,4,40
359,01/04/2019 17:55:00,1281.980769230769,2019,1,4,55
360,01/04/2019 18:10:00,1234.2596153846155,2019,1,4,10
361,01/04/2019 18:25:00,1200.3653846153845,2019,1,4,25
362,01/04/2019 18:40:00,1163.0,2019,1,4,40
363,01/04/2019 18:55:00,1096.5000000000002,2019,1,4,55
364,01/04/2019 19:10:00,1130.8557692307693,2019,1,4,10
365,01/04/2019 19:25:00,1125.3076923076922,2019,1,4,25
366,01/04/2019 19:40:00,1147.3173076923078,2019,1,4,40
367,01/04/2019 19:55:00,1109.2884615384612,2019,1,4,55
368,01/04/2019 20:10:00,1057.1153846153848,2019,1,4,10
369,01/04/2019 20:25:00,1008.8365384615383,2019,1,4,25
370,01/04/2019 20:40:00,979.9134615384613,2019,1,4,40
371,01/04/2019 20:55:00,955.3557692307692,2019,1,4,55
372,01/04/2019 21:10:00,951.1634615384617,2019,1,4,10
373,01/04/2019 21:25:00,915.4423076923076,2019,1,4,25
374,01/04/2019 21:40:00,871.7884615384618,2019,1,4,40
375,01/04/2019 21:55:00,821.9807692307692,2019,1,4,55
376,01/04/2019 22:10:00,828.2211538461537,2019,1,4,10
377,01/04/2019 22:25:00,765.2788461538463,2019,1,4,25
378,01/04/2019 22:40:00,706.1442307692308,2019,1,4,40
379,01/04/2019 22:55:00,618.5192307692307,2019,1,4,55
380,01/04/2019 23:10:00,658.6634615384615,2019,1,4,10
381,01/04/2019 23:25:00,595.2980769230769,2019,1,4,25
382,01/04/2019 23:40:00,562.9230769230769,2019,1,4,40
383,01/04/2019 23:55:00,488.951923076923,2019,1,4,55
384,01/05/2019 00:10:00,462.4903846153846,2019,1,5,10
385,01/05/2019 00:25:00,409.0576923076923,2019,1,5,25
386,01/05/2019 00:40:00,378.0096153846154,2019,1,5,40
387,01/05/2019 00:55:00,334.99038461538464,2019,1,5,55
388,01/05/2019 01:10:00,319.9711538461538,2019,1,5,10
389,01/05/2019 01:25:00,294.7692307692307,2019,1,5,25
390,01/05/2019 01:40:00,281.43269230769243,2019,1,5,40
391,01/05/2019 01:55:00,269.5480769230769,2019,1,5,55
392,01/05/2019 02:10:00,268.23076923076917,2019,1,5,10
393,01/05/2019 02:25:00,272.77884615384613,2019,1,5,25
394,01/05/2019 02:40:00,249.71153846153842,2019,1,5,40
395,01/05/2019 02:55:00,225.47115384615384,2019,1,5,55
396,01/05/2019 03:10:00,224.53846153846152,2019,1,5,10
397,01/05/2019 03:25:00,232.66346153846152,2019,1,5,25
398,01/05/2019 03:40:00,236.4326923076923,2019,1,5,40
399,01/05/2019 03:55:00,219.0192307692308,2019,1,5,55
400,01/05/2019 04:10:00,250.76923076923072,2019,1,5,10
401,01/05/2019 04:25:00,281.2019230769231,2019,1,5,25
402,01/05/2019 04:40:00,320.15384615384613,2019,1,5,40
403,01/05/2019 04:55:00,310.16346153846155,2019,1,5,55
404,01/05/2019 05:10:00,340.125,2019,1,5,10
405,01/05/2019 05:25:00,388.8653846153845,2019,1,5,25
406,01/05/2019 05:40:00,443.75,2019,1,5,40
407,01/05/2019 05:55:00,413.4711538461538,2019,1,5,55
408,01/05/2019 06:10:00,470.2403846153846,2019,1,5,10
409,01/05/2019 06:25:00,528.9615384615386,2019,1,5,25
410,01/05/2019 06:40:00,559.4519230769231,2019,1,5,40
411,01/05/2019 06:55:00,512.875,2019,1,5,55
412,01/05/2019 07:10:00,555.3461538461538,2019,1,5,10
413,01/05/2019 07:25:00,633.7115384615385,2019,1,5,25
414,01/05/2019 07:40:00,801.1826923076923,2019,1,5,40
415,01/05/2019 07:55:00,784.6153846153846,2019,1,5,55
416,01/05/2019 08:10:00,757.4038461538463,2019,1,5,10
417,01/05/2019 08:25:00,791.4230769230769,2019,1,5,25
418,01/05/2019 08:40:00,846.4423076923076,2019,1,5,40
419,01/05/2019 08:55:00,869.9230769230769,2019,1,5,55
420,01/05/2019 09:10:00,897.2788461538461,2019,1,5,10
421,01/05/2019 09:25:00,944.7211538461536,2019,1,5,25
422,01/05/2019 09:40:00,1030.9326923076922,2019,1,5,40
423,01/05/2019 09:55:00,1024.4711538461538,2019,1,5,55
424,01/05/2019 10:10:00,1051.673076923077,2019,1,5,10
425,01/05/2019 10:25:00,1077.5865384615388,2019,1,5,25
426,01/05/2019 10:40:00,1129.9423076923074,2019,1,5,40
427,01/05/2019 10:55:00,1134.4038461538462,2019,1,5,55
428,01/05/2019 11:10:00,1168.298076923077,2019,1,5,10
429,01/05/2019 11:25:00,1193.5576923076926,2019,1,5,25
430,01/05/2019 11:40:00,1234.5,2019,1,5,40
431,01/05/2019 11:55:00,1203.7884615384614,2019,1,5,55
432,01/05/2019 12:10:00,1238.8653846153848,2019,1,5,10
433,01/05/2019 12:25:00,1260.1057692307693,2019,1,5,25
